Season,Date,Referee,HomeTeam,AwayTeam,FullTime,HalfTime,HomeGoals,HomeGoalsHalftime,HomeShots,HomeShotsOnTarget,HomeCorners,HomeFouls,HomeYellowCards,HomeRedCards,AwayGoals,AwayGoalsHalftime,AwayShots,AwayShotsOnTarget,AwayCorners,AwayFouls,AwayYellowCards,AwayRedCards
2011/12,2011-11-27,6,Liverpool,"Man 
City",Draw,Draw,1,1,17,9,8,11,1,0,1,1,7,3,5,13,4,1
2011/12,2011-11-27,31,Swansea,"Aston 
Villa",Draw,Draw,0,0,6,2,4,9,3,0,0,0,9,4,6,17,4,0
2011/12,2011-12-03,14,Aston Villa,"Man 
United",AwayWin,AwayWin,0,0,7,3,5,4,0,0,1,1,11,5,5,11,0,0
2011/12,2011-12-03,17,Blackburn,Swansea,HomeWin,HomeWin,4,2,14,9,3,12,1,0,2,1,10,5,4,13,1,1
2011/12,2011-12-03,33,"Man 
City",Norwich,HomeWin,HomeWin,5,1,21,16,12,8,0,0,1,0,5,2,4,7,1,0
2011/12,2011-12-03,23,Newcastle,Chelsea,AwayWin,AwayWin,0,0,16,9,6,7,2,0,3,1,21,13,5,6,3,0
2011/12,2011-12-03,6,QPR,"West 
Brom",Draw,HomeWin,1,1,14,4,3,7,0,0,1,0,15,10,5,9,3,0
2011/12,2011-12-03,16,Tottenham,Bolton,HomeWin,HomeWin,3,1,25,16,7,10,0,0,0,0,13,9,6,5,2,1
2011/12,2011-12-03,3,Wigan,Arsenal,AwayWin,AwayWin,0,0,7,4,4,8,3,0,4,2,16,10,5,12,2,0
2011/12,2011-12-04,15,Everton,Stoke,AwayWin,AwayWin,0,0,11,4,10,14,0,0,1,1,7,4,6,13,1,0
2011/12,2011-12-04,29,Wolves,Sunderland,HomeWin,Draw,2,0,15,10,8,10,2,0,1,0,18,12,3,12,3,0
2011/12,2011-12-05,11,Fulham,Liverpool,HomeWin,Draw,1,0,19,13,2,12,3,0,0,0,17,9,10,9,1,1
2011/12,2011-12-10,33,Arsenal,Everton,HomeWin,Draw,1,0,12,7,7,7,2,0,0,0,7,1,4,14,2,0
2011/12,2011-12-10,29,Bolton,"Aston 
Villa",AwayWin,AwayWin,1,0,17,12,6,10,1,0,2,2,17,11,10,7,2,0
2011/12,2011-12-10,15,Liverpool,QPR,HomeWin,Draw,1,0,21,15,17,12,2,0,0,0,6,2,5,5,0,0
2011/12,2011-12-10,4,"Man 
United",Wolves,HomeWin,HomeWin,4,2,22,18,8,7,1,0,1,0,11,8,2,8,0,0
2011/12,2011-12-10,6,Norwich,Newcastle,HomeWin,Draw,4,1,13,11,7,9,3,0,2,1,11,8,2,8,2,1
2011/12,2011-12-10,27,Swansea,Fulham,HomeWin,Draw,2,0,16,8,6,8,1,0,0,0,12,7,5,7,1,0
2011/12,2011-12-10,23,"West 
Brom",Wigan,AwayWin,Draw,1,1,13,8,13,9,1,0,2,1,7,4,2,7,1,0
2011/12,2011-12-11,17,Stoke,Tottenham,HomeWin,HomeWin,2,2,10,7,7,8,2,0,1,0,15,12,12,7,2,1
2011/12,2011-12-11,10,Sunderland,Blackburn,HomeWin,AwayWin,2,0,22,12,9,11,2,0,1,1,3,2,0,7,2,0
2011/12,2011-12-12,3,Chelsea,"Man 
City",HomeWin,Draw,2,1,13,7,5,11,4,0,1,1,7,4,1,18,2,1
2011/12,2011-12-17,3,Blackburn,"West 
Brom",AwayWin,Draw,1,0,17,14,3,7,1,0,2,0,13,6,7,10,1,0
2011/12,2011-12-17,14,Everton,Norwich,Draw,AwayWin,1,0,28,15,13,9,1,0,1,1,7,1,0,12,1,0
2011/12,2011-12-17,17,Fulham,Bolton,HomeWin,HomeWin,2,2,16,9,8,6,1,0,0,0,14,6,4,11,3,0
2011/12,2011-12-17,15,Newcastle,Swansea,Draw,Draw,0,0,17,6,9,11,1,0,0,0,3,0,1,11,1,0
2011/12,2011-12-17,6,Wigan,Chelsea,Draw,Draw,1,0,15,7,7,8,0,0,1,0,10,5,5,6,0,0
2011/12,2011-12-17,35,Wolves,Stoke,AwayWin,HomeWin,1,1,10,5,7,8,2,0,2,0,8,4,5,11,4,0
2011/12,2011-12-18,10,"Aston 
Villa",Liverpool,AwayWin,AwayWin,0,0,16,8,4,5,1,0,2,2,19,12,10,14,2,0
2011/12,2011-12-18,29,"Man 
City",Arsenal,HomeWin,Draw,1,0,15,9,4,13,2,0,0,0,12,8,6,10,3,0
2011/12,2011-12-18,33,QPR,"Man 
United",AwayWin,AwayWin,0,0,11,3,5,5,1,0,2,1,19,12,10,7,2,0
2011/12,2011-12-18,23,Tottenham,Sunderland,HomeWin,Draw,1,0,16,12,6,6,1,0,0,0,8,4,0,8,2,0
2011/12,2011-12-20,6,Blackburn,Bolton,AwayWin,AwayWin,1,0,17,7,5,10,3,0,2,2,8,5,9,7,0,0
2011/12,2011-12-20,17,Wolves,Norwich,Draw,Draw,2,1,18,9,4,5,2,0,2,1,18,14,6,11,2,0
2011/12,2011-12-21,27,"Aston 
Villa",Arsenal,AwayWin,AwayWin,1,0,10,4,7,10,2,1,2,1,8,6,15,8,3,0
2011/12,2011-12-21,11,Everton,Swansea,HomeWin,Draw,1,0,13,6,9,8,1,0,0,0,4,4,2,13,2,0
2011/12,2011-12-21,22,Fulham,"Man 
United",AwayWin,AwayWin,0,0,13,8,3,7,1,0,5,3,14,12,10,8,0,0
2011/12,2011-12-21,23,"Man 
City",Stoke,HomeWin,HomeWin,3,2,20,16,5,7,2,0,0,0,2,0,2,5,1,0
2011/12,2011-12-21,35,Newcastle,"West 
Brom",AwayWin,AwayWin,2,1,21,11,10,9,1,0,3,2,14,8,1,10,0,0
2011/12,2011-12-21,32,QPR,Sunderland,AwayWin,AwayWin,2,0,17,9,8,10,2,0,3,1,17,13,11,11,2,0
2011/12,2011-12-21,4,Wigan,Liverpool,Draw,Draw,0,0,15,10,7,16,1,0,0,0,18,10,14,12,2,0
2011/12,2011-12-22,33,Tottenham,Chelsea,Draw,Draw,1,1,16,10,7,14,2,0,1,1,20,10,4,8,2,0
2011/12,2011-12-26,10,Bolton,Newcastle,AwayWin,Draw,0,0,4,3,4,9,1,0,2,0,12,7,4,11,1,0
2011/12,2011-12-26,11,Chelsea,Fulham,Draw,Draw,1,0,24,15,9,10,1,0,1,0,9,6,3,12,1,0
2011/12,2011-12-26,8,Liverpool,Blackburn,Draw,AwayWin,1,0,28,13,9,5,1,0,1,1,5,2,2,15,0,0
2011/12,2011-12-26,29,"Man 
United",Wigan,HomeWin,HomeWin,5,2,17,9,10,12,2,0,0,0,9,5,2,10,1,1
2011/12,2011-12-26,3,Stoke,"Aston 
Villa",Draw,Draw,0,0,7,2,7,13,3,0,0,0,10,4,7,10,0,0
2011/12,2011-12-26,33,Sunderland,Everton,Draw,HomeWin,1,1,12,8,5,6,0,0,1,0,9,3,6,14,1,0
2011/12,2011-12-26,15,West Brom,"Man 
City",Draw,Draw,0,0,7,3,5,8,0,0,0,0,18,9,9,8,1,0
2011/12,2011-12-27,16,Arsenal,Wolves,Draw,Draw,1,1,23,17,13,3,2,0,1,1,6,4,3,12,3,1
2011/12,2011-12-27,4,Norwich,Tottenham,AwayWin,Draw,0,0,8,4,3,7,1,0,2,0,19,8,10,6,1,0
2011/12,2011-12-27,14,Swansea,QPR,Draw,HomeWin,1,1,7,4,5,9,1,0,1,0,12,7,11,12,3,0
2011/12,2011-12-30,14,Liverpool,Newcastle,HomeWin,Draw,3,1,15,7,7,7,0,0,1,1,5,2,0,11,2,0
2011/12,2011-12-31,6,Arsenal,QPR,HomeWin,Draw,1,0,16,7,12,11,2,0,0,0,6,3,4,13,2,0
2011/12,2011-12-31,3,Bolton,Wolves,Draw,HomeWin,1,1,13,9,3,11,0,0,1,0,8,5,6,8,0,0
2011/12,2011-12-31,22,Chelsea,"Aston 
Villa",AwayWin,Draw,1,1,16,5,9,7,1,0,3,1,12,9,2,13,1,0
2011/12,2011-12-31,23,"Man 
United",Blackburn,AwayWin,AwayWin,2,0,26,13,17,8,2,0,3,1,10,5,3,10,2,0
2011/12,2011-12-31,33,Norwich,Fulham,Draw,AwayWin,1,0,18,9,4,9,0,0,1,1,11,6,3,6,0,0
2011/12,2011-12-31,4,Stoke,Wigan,Draw,AwayWin,2,0,12,3,8,14,2,0,2,1,10,6,5,5,3,1
2011/12,2011-12-31,29,Swansea,Tottenham,Draw,AwayWin,1,0,14,8,10,8,1,0,1,1,12,7,5,4,2,0
2011/12,2012-01-01,11,Sunderland,"Man 
City",HomeWin,Draw,1,0,8,5,1,7,1,0,0,0,25,11,10,6,1,0
2011/12,2012-01-01,16,"West 
Brom",Everton,AwayWin,Draw,0,0,10,2,2,10,0,0,1,0,13,8,7,8,2,0
2011/12,2012-01-02,35,"Aston 
Villa",Swansea,AwayWin,AwayWin,0,0,10,2,14,11,2,0,2,1,8,4,0,6,4,0
2011/12,2012-01-02,15,Blackburn,Stoke,AwayWin,AwayWin,1,0,14,7,8,8,2,0,2,2,8,3,3,7,1,0
2011/12,2012-01-02,14,Fulham,Arsenal,HomeWin,AwayWin,2,0,21,8,4,6,0,0,1,1,17,10,3,12,1,1
2011/12,2012-01-02,31,QPR,Norwich,AwayWin,Draw,1,1,9,6,2,12,2,1,2,1,13,6,5,12,1,0
2011/12,2012-01-02,10,Wolves,Chelsea,AwayWin,Draw,1,0,9,5,0,9,3,0,2,0,15,10,5,10,2,0
2011/12,2012-01-03,8,"Man 
City",Liverpool,HomeWin,HomeWin,3,2,10,8,5,13,1,1,0,0,18,10,6,7,2,0
2011/12,2012-01-03,22,Tottenham,"West 
Brom",HomeWin,Draw,1,0,20,14,14,3,0,0,0,0,8,2,7,14,5,0
2011/12,2012-01-03,23,Wigan,Sunderland,AwayWin,AwayWin,1,0,20,10,9,9,1,0,4,1,10,9,6,6,0,0
2011/12,2012-01-04,29,Everton,Bolton,AwayWin,Draw,1,0,10,4,5,7,1,0,2,0,12,7,10,11,3,0
2011/12,2012-01-04,33,Newcastle,"Man 
United",HomeWin,HomeWin,3,1,10,6,4,16,1,0,0,0,6,6,4,15,2,0
2011/12,2012-01-11,6,Tottenham,Everton,HomeWin,HomeWin,2,1,14,7,6,5,1,0,0,0,11,4,4,15,3,0
2011/12,2012-01-14,3,"Aston 
Villa",Everton,Draw,Draw,1,0,17,11,9,12,1,0,1,0,7,4,3,11,1,0
2011/12,2012-01-14,35,Blackburn,Fulham,HomeWin,HomeWin,3,1,15,11,0,14,1,1,1,0,17,7,9,11,1,0
2011/12,2012-01-14,29,Chelsea,Sunderland,HomeWin,HomeWin,1,1,21,10,8,9,3,0,0,0,9,4,2,9,1,0
2011/12,2012-01-14,33,Liverpool,Stoke,Draw,Draw,0,0,13,5,11,6,0,0,0,0,3,1,1,11,3,0
2011/12,2012-01-14,10,"Man 
United",Bolton,HomeWin,HomeWin,3,1,19,9,11,7,0,0,0,0,11,5,3,7,1,0
2011/12,2012-01-14,8,Tottenham,Wolves,Draw,AwayWin,1,0,22,10,8,6,1,0,1,1,5,3,1,12,3,0
2011/12,2012-01-14,23,"West 
Brom",Norwich,AwayWin,AwayWin,1,0,16,8,10,6,0,0,2,1,7,4,5,14,1,0
2011/12,2012-01-15,17,Newcastle,QPR,HomeWin,HomeWin,1,1,9,4,3,5,0,0,0,0,15,9,2,9,4,0
2011/12,2012-01-15,4,Swansea,Arsenal,HomeWin,Draw,3,1,9,5,9,9,0,0,2,1,14,9,2,9,0,0
2011/12,2012-01-16,6,Wigan,"Man 
City",AwayWin,AwayWin,0,0,7,4,4,16,3,0,1,1,12,8,5,15,3,0
2011/12,2012-01-21,11,Bolton,Liverpool,HomeWin,HomeWin,3,2,15,8,5,10,0,0,1,1,11,8,5,13,2,0
2011/12,2012-01-21,22,Everton,Blackburn,Draw,HomeWin,1,1,15,8,5,15,2,0,1,0,14,8,8,13,2,0
2011/12,2012-01-21,15,Fulham,Newcastle,HomeWin,AwayWin,5,0,10,7,2,8,0,0,2,1,15,9,6,12,4,0
2011/12,2012-01-21,3,Norwich,Chelsea,Draw,Draw,0,0,5,3,1,5,0,0,0,0,19,9,11,4,0,0
2011/12,2012-01-21,27,QPR,Wigan,HomeWin,HomeWin,3,2,16,8,7,10,2,0,1,0,9,4,1,15,2,0
2011/12,2012-01-21,35,Stoke,"West 
Brom",AwayWin,AwayWin,1,0,10,3,5,10,0,0,2,1,15,6,1,10,0,0
2011/12,2012-01-21,17,Sunderland,Swansea,HomeWin,HomeWin,2,1,7,2,2,9,0,0,0,0,11,4,4,6,0,0
2011/12,2012-01-21,4,Wolves,"Aston 
Villa",AwayWin,HomeWin,2,2,13,9,12,11,1,1,3,1,11,5,3,8,0,0
2011/12,2012-01-22,23,Arsenal,"Man 
United",AwayWin,AwayWin,1,0,12,6,0,15,5,0,2,1,9,5,5,6,2,0
2011/12,2012-01-22,33,"Man 
City",Tottenham,HomeWin,Draw,3,0,13,7,9,7,2,0,2,0,12,7,4,10,1,0
2011/12,2012-01-31,10,Everton,"Man 
City",HomeWin,Draw,1,0,9,4,3,12,1,0,0,0,17,11,9,9,2,0
2011/12,2012-01-31,8,"Man 
United",Stoke,HomeWin,HomeWin,2,1,11,7,9,9,1,0,0,0,8,3,2,14,3,0
2011/12,2012-01-31,32,Swansea,Chelsea,Draw,HomeWin,1,1,7,5,1,10,2,0,1,0,20,10,11,19,3,1
2011/12,2012-01-31,14,Tottenham,Wigan,HomeWin,HomeWin,3,2,20,13,5,7,0,0,1,0,10,6,0,7,1,0
2011/12,2012-01-31,35,Wolves,Liverpool,AwayWin,Draw,0,0,5,1,5,6,1,0,3,0,23,14,4,8,3,0
2011/12,2012-02-01,31,"Aston 
Villa",QPR,Draw,AwayWin,2,1,23,15,9,3,0,0,2,2,3,3,3,12,1,0
2011/12,2012-02-01,29,Blackburn,Newcastle,AwayWin,AwayWin,0,0,23,12,14,9,1,0,2,1,9,5,2,17,2,0
2011/12,2012-02-01,17,Bolton,Arsenal,Draw,Draw,0,0,14,8,6,8,1,0,0,0,16,7,6,10,1,0
2011/12,2012-02-01,22,Fulham,"West 
Brom",Draw,Draw,1,0,13,6,8,6,1,0,1,0,15,11,7,7,0,0
2011/12,2012-02-01,15,Sunderland,Norwich,HomeWin,HomeWin,3,2,10,6,3,6,1,0,0,0,12,4,6,14,1,0
2011/12,2012-02-04,32,Arsenal,Blackburn,HomeWin,HomeWin,7,3,20,11,11,9,2,0,1,1,3,3,1,14,3,1
2011/12,2012-02-04,23,"Man 
City",Fulham,HomeWin,HomeWin,3,2,16,10,4,8,1,0,0,0,11,8,6,7,3,0
2011/12,2012-02-04,14,Norwich,Bolton,HomeWin,Draw,2,0,22,9,4,6,0,0,0,0,10,6,7,6,0,0
2011/12,2012-02-04,3,QPR,Wolves,AwayWin,HomeWin,1,1,13,8,7,7,0,1,2,0,14,6,3,14,3,0
2011/12,2012-02-04,6,Stoke,Sunderland,AwayWin,Draw,0,0,9,6,5,12,0,1,1,0,4,2,5,6,1,0
2011/12,2012-02-04,27,"West 
Brom",Swansea,AwayWin,Draw,1,0,18,11,8,11,2,0,2,0,15,8,7,6,1,0
2011/12,2012-02-04,35,Wigan,Everton,Draw,Draw,1,0,2,1,4,12,2,0,1,0,8,4,3,8,0,0
2011/12,2012-02-05,33,Chelsea,"Man 
United",Draw,HomeWin,3,1,19,10,6,14,2,0,3,0,14,10,6,13,1,0
2011/12,2012-02-05,22,Newcastle,"Aston 
Villa",HomeWin,Draw,2,1,16,8,4,6,1,0,1,1,13,8,4,11,2,0
2011/12,2012-02-06,4,Liverpool,Tottenham,Draw,Draw,0,0,15,10,7,6,2,0,0,0,9,6,4,11,2,0
2011/12,2012-02-11,23,Blackburn,QPR,HomeWin,HomeWin,3,3,7,5,5,11,1,0,2,0,25,13,6,10,1,0
2011/12,2012-02-11,33,Bolton,Wigan,AwayWin,AwayWin,1,0,13,8,7,19,3,0,2,1,10,6,7,10,2,0
2011/12,2012-02-11,8,Everton,Chelsea,HomeWin,HomeWin,2,1,10,7,2,13,0,0,0,0,8,7,4,12,3,0
2011/12,2012-02-11,17,Fulham,Stoke,HomeWin,HomeWin,2,2,11,4,5,12,1,0,1,0,12,4,4,6,2,0
2011/12,2012-02-11,29,"Man 
United",Liverpool,HomeWin,Draw,2,0,11,6,4,10,1,0,1,0,9,6,3,11,1,0
2011/12,2012-02-11,31,Sunderland,Arsenal,AwayWin,Draw,1,0,8,5,7,7,2,0,2,0,10,8,3,7,1,0
2011/12,2012-02-11,6,Swansea,Norwich,AwayWin,HomeWin,2,1,16,9,6,6,0,0,3,0,18,11,8,12,2,0
2011/12,2012-02-11,32,Tottenham,Newcastle,HomeWin,HomeWin,5,4,18,9,4,7,2,0,0,0,7,3,3,9,1,0
2011/12,2012-02-12,4,Aston Villa,"Man 
City",AwayWin,Draw,0,0,9,5,5,15,3,0,1,0,17,10,8,5,0,0
2011/12,2012-02-12,15,Wolves,"West 
Brom",AwayWin,Draw,1,1,10,8,12,6,1,0,5,1,26,16,8,11,0,0
2011/12,2012-02-25,4,Chelsea,Bolton,HomeWin,Draw,3,0,25,16,14,7,0,0,0,0,8,1,7,13,1,0
2011/12,2012-02-25,8,"Man 
City",Blackburn,HomeWin,HomeWin,3,1,20,13,10,6,0,0,0,0,2,2,3,10,2,0
2011/12,2012-02-25,10,Newcastle,Wolves,Draw,HomeWin,2,2,13,8,3,8,1,0,2,0,7,6,3,8,1,0
2011/12,2012-02-25,29,QPR,Fulham,AwayWin,AwayWin,0,0,17,8,6,17,1,1,1,1,7,3,5,12,4,0
2011/12,2012-02-25,17,"West 
Brom",Sunderland,HomeWin,HomeWin,4,2,18,13,7,6,1,0,0,0,10,4,0,8,1,0
2011/12,2012-02-25,11,Wigan,"Aston 
Villa",Draw,Draw,0,0,14,6,14,8,0,0,0,0,10,3,7,8,4,0
2011/12,2012-02-26,23,Arsenal,Tottenham,HomeWin,Draw,5,2,21,13,7,15,3,0,2,2,8,4,5,12,3,1
2011/12,2012-02-26,32,Norwich,"Man 
United",AwayWin,AwayWin,1,0,16,7,4,9,1,0,2,1,11,9,4,10,2,0
2011/12,2012-02-26,33,Stoke,Swansea,HomeWin,HomeWin,2,2,9,6,8,13,1,0,0,0,11,6,4,7,0,0
2011/12,2012-03-03,33,Blackburn,"Aston 
Villa",Draw,AwayWin,1,0,15,9,4,9,1,0,1,1,17,12,8,5,0,0
2011/12,2012-03-03,22,Liverpool,Arsenal,AwayWin,Draw,1,1,12,4,12,11,0,0,2,1,10,7,0,9,1,0
2011/12,2012-03-03,3,"Man 
City",Bolton,HomeWin,HomeWin,2,1,23,10,7,13,0,0,0,0,8,5,4,8,0,0
2011/12,2012-03-03,11,QPR,Everton,Draw,Draw,1,1,22,10,7,16,1,0,1,1,8,5,7,15,2,0
2011/12,2012-03-03,4,Stoke,Norwich,HomeWin,Draw,1,0,11,7,8,10,0,0,0,0,7,5,2,16,2,0
2011/12,2012-03-03,29,"West 
Brom",Chelsea,HomeWin,Draw,1,0,19,11,14,9,3,0,0,0,13,6,5,10,1,0
2011/12,2012-03-03,32,Wigan,Swansea,AwayWin,AwayWin,0,0,14,8,8,15,2,0,2,1,12,8,4,7,2,1
2011/12,2012-03-04,8,Fulham,Wolves,HomeWin,HomeWin,5,2,25,19,7,7,1,0,0,0,8,3,7,9,2,0
2011/12,2012-03-04,23,Newcastle,Sunderland,Draw,AwayWin,1,0,24,12,19,14,5,0,1,1,7,6,4,14,3,1
2011/12,2012-03-04,6,Tottenham,"Man 
United",AwayWin,AwayWin,1,0,18,9,7,8,1,0,3,1,6,5,3,10,2,0
2011/12,2012-03-10,27,"Aston 
Villa",Fulham,HomeWin,Draw,1,0,19,8,10,9,2,0,0,0,5,1,4,11,0,0
2011/12,2012-03-10,6,Bolton,QPR,HomeWin,HomeWin,2,1,11,7,10,13,2,0,1,0,17,11,6,13,2,0
2011/12,2012-03-10,32,Chelsea,Stoke,HomeWin,Draw,1,0,21,11,14,12,1,0,0,0,8,3,1,15,2,1
2011/12,2012-03-10,22,Everton,Tottenham,HomeWin,HomeWin,1,1,9,5,0,13,2,0,0,0,21,9,8,11,2,0
2011/12,2012-03-10,35,Sunderland,Liverpool,HomeWin,Draw,1,0,6,1,3,13,1,0,0,0,9,5,2,15,1,0
2011/12,2012-03-10,17,Wolves,Blackburn,AwayWin,AwayWin,0,0,14,7,3,10,1,0,2,1,12,8,4,10,2,0
2011/12,2012-03-11,14,Man United,"West 
Brom",HomeWin,HomeWin,2,1,20,9,8,5,0,0,0,0,6,3,5,13,1,1
2011/12,2012-03-11,11,Norwich,Wigan,Draw,HomeWin,1,1,13,6,3,12,4,0,1,0,18,9,5,7,4,0
2011/12,2012-03-11,15,Swansea,"Man 
City",HomeWin,Draw,1,0,8,5,7,9,0,0,0,0,18,13,9,14,2,0
2011/12,2012-03-12,33,Arsenal,Newcastle,HomeWin,Draw,2,1,21,13,6,11,2,0,1,1,5,3,3,12,3,0
2011/12,2012-03-13,29,Liverpool,Everton,HomeWin,HomeWin,3,1,15,10,4,6,1,0,0,0,5,3,4,7,4,0
2011/12,2012-03-17,22,Fulham,Swansea,AwayWin,AwayWin,0,0,14,7,6,8,0,0,3,1,10,7,2,7,0,0
2011/12,2012-03-17,4,Wigan,"West 
Brom",Draw,Draw,1,0,20,6,13,8,2,0,1,0,8,2,5,10,4,0
2011/12,2012-03-18,29,Newcastle,Norwich,HomeWin,HomeWin,1,1,15,10,4,8,0,0,0,0,12,5,5,15,3,0
2011/12,2012-03-18,35,Wolves,"Man 
United",AwayWin,AwayWin,0,0,7,3,4,6,1,1,5,3,22,18,7,11,1,0
2011/12,2012-03-20,6,Blackburn,Sunderland,HomeWin,Draw,2,0,16,9,7,13,0,0,0,0,2,0,8,10,1,0
2011/12,2012-03-21,15,Everton,Arsenal,AwayWin,AwayWin,0,0,7,2,4,11,2,0,1,1,12,8,6,11,1,0
2011/12,2012-03-21,23,"Man 
City",Chelsea,HomeWin,Draw,2,0,20,10,11,8,1,0,1,0,6,5,4,7,2,0
2011/12,2012-03-21,33,QPR,Liverpool,HomeWin,Draw,3,0,10,5,7,8,0,0,2,0,18,11,17,6,0,0
2011/12,2012-03-21,8,Tottenham,Stoke,Draw,Draw,1,0,24,18,13,10,1,0,1,0,8,2,1,10,1,0
2011/12,2012-03-24,29,Arsenal,"Aston 
Villa",HomeWin,HomeWin,3,2,20,12,15,6,0,0,0,0,3,2,5,13,5,0
2011/12,2012-03-24,32,Bolton,Blackburn,HomeWin,HomeWin,2,2,12,6,11,8,0,0,1,0,10,4,4,3,2,0
2011/12,2012-03-24,6,Chelsea,Tottenham,Draw,Draw,0,0,10,5,6,9,1,0,0,0,19,7,5,11,2,0
2011/12,2012-03-24,15,Liverpool,Wigan,AwayWin,AwayWin,1,0,12,9,6,14,1,0,2,1,6,5,0,10,2,0
2011/12,2012-03-24,3,Norwich,Wolves,HomeWin,HomeWin,2,2,15,11,5,13,2,1,1,1,10,6,5,7,2,0
2011/12,2012-03-24,33,Stoke,"Man 
City",Draw,Draw,1,0,10,3,5,15,1,0,1,0,16,11,7,12,2,0
2011/12,2012-03-24,8,Sunderland,QPR,HomeWin,HomeWin,3,1,15,8,5,11,2,0,1,0,10,6,2,9,3,1
2011/12,2012-03-24,31,Swansea,Everton,AwayWin,Draw,0,0,10,3,3,10,1,0,2,0,15,8,3,10,2,0
2011/12,2012-03-25,17,"West 
Brom",Newcastle,AwayWin,AwayWin,1,0,14,6,10,10,0,0,3,3,10,7,4,4,1,0
2011/12,2012-03-26,4,"Man 
United",Fulham,HomeWin,HomeWin,1,1,19,16,7,17,1,0,0,0,5,4,1,6,0,0
2011/12,2012-03-31,15,"Aston 
Villa",Chelsea,AwayWin,AwayWin,2,0,9,5,6,13,1,0,4,1,12,9,4,5,0,0
2011/12,2012-03-31,10,Everton,"West 
Brom",HomeWin,HomeWin,2,1,16,9,5,8,2,0,0,0,9,5,2,12,1,0
2011/12,2012-03-31,35,Fulham,Norwich,HomeWin,HomeWin,2,2,14,9,6,11,1,0,1,0,16,8,7,9,2,0
2011/12,2012-03-31,29,"Man 
City",Sunderland,Draw,AwayWin,3,1,19,10,17,11,1,0,3,2,8,4,5,13,1,0
2011/12,2012-03-31,23,QPR,Arsenal,HomeWin,Draw,2,1,10,8,4,13,5,0,1,1,13,7,6,9,2,0
2011/12,2012-03-31,3,Wigan,Stoke,HomeWin,Draw,2,0,13,11,8,14,2,0,0,0,6,2,1,13,4,0
2011/12,2012-03-31,27,Wolves,Bolton,AwayWin,Draw,2,0,14,8,13,11,1,0,3,0,19,11,4,11,1,0
2011/12,2012-04-01,6,Newcastle,Liverpool,HomeWin,HomeWin,2,1,11,7,3,10,3,0,0,0,9,6,6,11,3,1
2011/12,2012-04-01,32,Tottenham,Swansea,HomeWin,HomeWin,3,1,15,10,7,11,0,0,1,0,11,7,7,12,0,0
2011/12,2012-04-02,33,Blackburn,"Man 
United",AwayWin,Draw,0,0,11,6,2,8,1,0,2,0,14,6,10,5,1,0
2011/12,2012-04-06,33,Swansea,Newcastle,AwayWin,AwayWin,0,0,19,13,7,10,1,0,2,1,5,4,0,7,1,0
2011/12,2012-04-07,23,Bolton,Fulham,AwayWin,AwayWin,0,0,13,7,5,11,1,0,3,2,11,8,3,9,0,0
2011/12,2012-04-07,8,Chelsea,Wigan,HomeWin,Draw,2,0,19,10,5,14,2,0,1,0,13,7,3,11,2,0
2011/12,2012-04-07,4,Liverpool,"Aston 
Villa",Draw,AwayWin,1,0,21,5,11,4,1,0,1,1,5,3,3,9,1,0
2011/12,2012-04-07,32,Norwich,Everton,Draw,Draw,2,1,14,11,2,7,0,0,2,1,9,5,4,17,3,0
2011/12,2012-04-07,22,Stoke,Wolves,HomeWin,Draw,2,1,14,6,3,7,1,0,1,1,9,5,8,11,1,0
2011/12,2012-04-07,17,Sunderland,Tottenham,Draw,Draw,0,0,12,9,11,12,2,0,0,0,15,8,4,10,2,0
2011/12,2012-04-07,14,"West 
Brom",Blackburn,HomeWin,HomeWin,3,1,9,6,8,5,1,0,0,0,16,10,4,7,1,1
2011/12,2012-04-08,6,Arsenal,"Man 
City",HomeWin,Draw,1,0,12,7,7,13,2,0,0,0,7,2,6,14,4,1
2011/12,2012-04-08,15,"Man 
United",QPR,HomeWin,HomeWin,2,1,24,14,11,13,1,0,0,0,9,7,5,10,0,1
2011/12,2012-04-09,23,"Aston 
Villa",Stoke,Draw,HomeWin,1,1,7,3,5,9,3,0,1,0,7,3,4,9,0,0
2011/12,2012-04-09,11,Everton,Sunderland,HomeWin,Draw,4,0,22,12,5,7,0,0,0,0,3,0,2,12,2,0
2011/12,2012-04-09,3,Fulham,Chelsea,Draw,AwayWin,1,0,11,9,7,5,1,0,1,1,12,4,11,16,3,0
2011/12,2012-04-09,8,Newcastle,Bolton,HomeWin,Draw,2,0,8,4,6,7,1,0,0,0,9,6,5,18,1,0
2011/12,2012-04-09,4,Tottenham,Norwich,AwayWin,Draw,1,1,13,9,10,12,1,0,2,1,12,6,3,12,2,0
2011/12,2012-04-10,35,Blackburn,Liverpool,AwayWin,AwayWin,2,1,10,4,4,16,4,0,3,2,16,12,4,12,5,1
2011/12,2012-04-11,11,Man City,"West 
Brom",HomeWin,HomeWin,4,1,17,12,6,7,0,0,0,0,4,1,2,9,0,0
2011/12,2012-04-11,14,QPR,Swansea,HomeWin,HomeWin,3,1,16,8,6,9,2,0,0,0,9,6,9,10,0,0
2011/12,2012-04-11,29,Wigan,"Man 
United",HomeWin,Draw,1,0,11,8,7,8,1,0,0,0,8,3,3,14,2,0
2011/12,2012-04-11,31,Wolves,Arsenal,AwayWin,AwayWin,0,0,9,6,6,9,3,1,3,2,10,7,4,4,0,0
